,symbol,timestamp,base,quote,bid_price,bid_volume,ask_price,ask_volume
272,BOND/USD,2023-04-16 21:47:39.662,BOND,USD,4.583,99.95,4.593,79.88
273,LOKA/USD,2023-04-16 21:47:39.714,LOKA,USD,0.5687,806.2,0.571,112.6
274,ICP/USD,2023-04-16 21:47:39.763,ICP,USD,6.092,67.4,6.104,67.2
275,T/USD,2023-04-16 21:47:39.817,T,USD,0.0368,55196.0,0.037,29288.8
276,OP/USD,2023-04-16 21:47:39.870,OP,USD,2.698,222.35,2.702,222.04
277,ROSE/USD,2023-04-16 21:47:39.922,ROSE,USD,0.07657,7221.5,0.07672,1149.4
278,CELO/USD,2023-04-16 21:47:39.975,CELO,USD,0.73,23864.3,0.732,1155.2
279,KDA/USD,2023-04-16 21:47:40.028,KDA,USD,1.055,183.82,1.06,712.59
280,KSM/USD,2023-04-16 21:47:40.080,KSM,USD,37.57,11.982,37.67,16.169
281,ACH/USD,2023-04-16 21:47:40.132,ACH,USD,0.04096,444.0,0.04104,9550.0
282,DAR/USD,2023-04-16 21:47:40.183,DAR,USD,0.2041,1.0,0.2044,7032.0
283,RNDR/USD,2023-04-16 21:47:40.240,RNDR,USD,1.752,1459.41,1.757,980.23
284,SYS/USD,2023-04-16 21:47:40.291,SYS,USD,0.1762,18.0,0.1772,4475.0
285,RAD/USD,2023-04-16 21:47:40.343,RAD,USD,1.911,130.8,1.918,130.3
286,ILV/USD,2023-04-16 21:47:40.397,ILV,USD,65.6,6.243,65.87,6.284
287,LDO/USD,2023-04-16 21:47:40.452,LDO,USD,2.63,95.05,2.631,3887.02
288,RARE/USD,2023-04-16 21:47:40.505,RARE,USD,0.1317,4281.6,0.1323,4917.8
289,LSK/USD,2023-04-16 21:47:40.565,LSK,USD,1.116,398.2,1.121,40.4
290,DGB/USD,2023-04-16 21:47:40.615,DGB,USD,0.0104,110530.3,0.0105,1213388.1
291,REEF/USD,2023-04-16 21:47:40.668,REEF,USD,0.003116,321.0,0.003125,119745.7
292,ALICE/USD,2023-04-16 21:47:40.721,ALICE,USD,1.791,388.09,1.8,386.85
293,FORTH/USD,2023-04-16 21:47:40.773,FORTH,USD,3.82,100.73,3.84,65.1
294,ASTR/USD,2023-04-16 21:47:40.823,ASTR,USD,0.0738,6751.9,0.0741,16571.0
295,BTRST/USD,2023-04-16 21:47:40.873,BTRST,USD,0.887,281.8,0.899,1306.4
296,GAL/USD,2023-04-16 21:47:40.926,GAL,USD,2.107,118.652,2.11,968.287
297,SAND/USD,2023-04-16 21:47:40.977,SAND,USD,0.6948,554.0,0.6967,700.0
298,BAL/USD,2023-04-16 21:47:41.031,BAL,USD,7.242,313.04,7.292,1.68
299,POLYX/USD,2023-04-16 21:47:41.085,POLYX,USD,0.1789,1960.0,0.1797,2853.0
300,GLM/USD,2023-04-16 21:47:41.138,GLM,USD,0.2599,1603.8,0.2603,960.4
301,CLV/USD,2023-04-16 21:47:41.193,CLV,USD,0.0681,3671.0,0.0684,6022.5
302,TUSD/USD,2023-04-16 21:47:41.247,TUSD,USD,1.0001,54174.2,1.0003,37709.6
303,QNT/USD,2023-04-16 21:47:41.299,QNT,USD,119.7,18.269,120.1,2.523
304,STG/USD,2023-04-16 21:47:41.358,STG,USD,0.9171,1304.5,0.9224,1396.8
305,AXL/USD,2023-04-16 21:47:41.410,AXL,USD,0.537,731.5,0.539,719.2
306,KAVA/USD,2023-04-16 21:47:41.470,KAVA,USD,0.949,1418.0,0.95,288.1
307,APT/USD,2023-04-16 21:47:41.538,APT,USD,12.6639,28.27,12.685,137.94
308,MASK/USD,2023-04-16 21:47:41.591,MASK,USD,5.742,43.5,5.75,228.7
309,BOSON/USD,2023-04-16 21:47:41.663,BOSON,USD,0.2409,42.0,0.2419,115.1
310,POND/USD,2023-04-16 21:47:41.714,POND,USD,0.01098,20.06,0.01102,44985.19
311,MXC/USD,2023-04-16 21:47:41.765,MXC,USD,0.01935,8982.0,0.01937,17056.0
312,JAM/USD,2023-04-16 21:47:41.817,JAM,USD,0.00224,65604.0,0.002251,62261.0
313,PROM/USD,2023-04-16 21:47:41.869,PROM,USD,5.17,79.31,5.21,80.19
314,DIA/USD,2023-04-16 21:47:41.921,DIA,USD,0.411,995.3,0.414,1003.3
315,LOOM/USD,2023-04-16 21:47:41.973,LOOM,USD,0.06688,5980.0,0.06723,6029.0
316,STMX/USD,2023-04-16 21:47:42.025,STMX,USD,0.006209,81704.0,0.006223,2042.0
317,SHIB/USD,2023-04-16 21:47:42.077,SHIB,USD,1.162e-05,121430698.0,1.165e-05,176482511.0
318,TRAC/USD,2023-04-16 21:47:42.129,TRAC,USD,0.4197,119.0,0.4252,117.0
